Bootstrap,Threshold,PQ,PC,F1,F1*,Fractions,Brand,Webshop1&Webshop2,b,r,Similarity_threshold,Clusters,Duplicate_pair
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.4,1,89
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.4,1,89
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.4,1,89
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,97,6,0.4,1,89
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,97,6,0.6,2,54
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,97,6,0.8,5,13
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,194,3,0.4,1,89
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,194,3,0.6,2,54
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,194,3,0.8,5,13
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,582,1,0.4,1,89
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,582,1,0.6,2,54
0,0.75,0.8,0.8,0.8000000000000002,0.05549132947976879,0.047619047619047616,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
1,1.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.0807319698600646,0.08571428571428572,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
2,1.0,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
3,0.75,0.6666666666666666,1.0,0.8,0.06629834254143646,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
4,0.75,0.6666666666666666,0.8,0.7272727272727272,0.06,0.05714285714285714,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
Average,Optimal,0.671111111111111,0.8466666666666667,0.7442424242424243,0.06450432837625397,0.060952380952380945,Philips,newegg.com&thenerds.net,582,1,0.8,5,13
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,97,6,0.4,1,37
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,97,6,0.6,1,19
0,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
1,1.0,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
2,0.75,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
3,0.75,0.6666666666666666,1.0,0.8,0.12080536912751677,0.10714285714285714,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
4,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
Average,Optimal,0.9333333333333332,1.0,0.96,0.0865930157492783,0.06428571428571428,ViewSonic,bestbuy.com&newegg.com,97,6,0.8,4,4
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,194,3,0.4,1,37
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,194,3,0.6,1,19
0,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
1,1.0,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
2,0.75,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
3,0.75,0.6666666666666666,1.0,0.8,0.12080536912751677,0.10714285714285714,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
4,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
Average,Optimal,0.9333333333333332,1.0,0.96,0.0865930157492783,0.06428571428571428,ViewSonic,bestbuy.com&newegg.com,194,3,0.8,4,4
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,582,1,0.4,1,37
0,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
1,0.75,1.0,1.0,1.0,0.0967741935483871,0.06666666666666667,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
2,1.0,0.75,1.0,0.8571428571428571,0.10876132930513596,0.08888888888888889,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
3,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
4,0.75,1.0,1.0,1.0,0.06521739130434782,0.044444444444444446,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
Average,Optimal,0.95,1.0,0.9714285714285715,0.0802375393533133,0.05777777777777778,ViewSonic,bestbuy.com&newegg.com,582,1,0.6,1,19
0,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
1,1.0,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
2,0.75,1.0,1.0,1.0,0.10344827586206895,0.07142857142857142,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
3,0.75,0.6666666666666666,1.0,0.8,0.12080536912751677,0.10714285714285714,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
4,0.75,1.0,1.0,1.0,0.05263157894736842,0.03571428571428571,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
Average,Optimal,0.9333333333333332,1.0,0.96,0.0865930157492783,0.06428571428571428,ViewSonic,bestbuy.com&newegg.com,582,1,0.8,4,4
0,0.75,0.4444444444444444,1.0,0.6153846153846153,0.01784435754805309,0.019593613933236574,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
1,0.75,0.5333333333333333,1.0,0.6956521739130436,0.022399203583872575,0.02177068214804064,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
2,0.75,0.5,1.0,0.6666666666666666,0.018633540372670808,0.018867924528301886,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
3,0.75,0.5172413793103449,1.0,0.6818181818181819,0.021228832170221073,0.02104499274310595,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
4,0.75,0.5714285714285714,1.0,0.7272727272727273,0.016465207448546227,0.015239477503628448,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
Average,Optimal,0.5132895457033388,1.0,0.677358873011047,0.019314228224672752,0.019303338171262698,Samsung,newegg.com&bestbuy.com,1,582,0.4,24,34
0,0.75,0.4444444444444444,1.0,0.6153846153846153,0.01784435754805309,0.019593613933236574,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
1,0.75,0.5333333333333333,1.0,0.6956521739130436,0.022399203583872575,0.02177068214804064,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
2,0.75,0.5,1.0,0.6666666666666666,0.018633540372670808,0.018867924528301886,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
3,0.75,0.5172413793103449,1.0,0.6818181818181819,0.021228832170221073,0.02104499274310595,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
4,0.75,0.5714285714285714,1.0,0.7272727272727273,0.016465207448546227,0.015239477503628448,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
Average,Optimal,0.5132895457033388,1.0,0.677358873011047,0.019314228224672752,0.019303338171262698,Samsung,newegg.com&bestbuy.com,1,582,0.6,24,34
0,0.75,0.4444444444444444,1.0,0.6153846153846153,0.01784435754805309,0.019593613933236574,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
1,0.75,0.5333333333333333,1.0,0.6956521739130436,0.022399203583872575,0.02177068214804064,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
2,0.75,0.5,1.0,0.6666666666666666,0.018633540372670808,0.018867924528301886,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
3,0.75,0.5172413793103449,1.0,0.6818181818181819,0.021228832170221073,0.02104499274310595,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
4,0.75,0.5714285714285714,1.0,0.7272727272727273,0.016465207448546227,0.015239477503628448,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
Average,Optimal,0.5132895457033388,1.0,0.677358873011047,0.019314228224672752,0.019303338171262698,Samsung,newegg.com&bestbuy.com,1,582,0.8,24,34
0,0.75,0.5,1.0,0.6666666666666666,0.017341040462427744,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
1,0.75,0.6206896551724138,1.0,0.7659574468085107,0.020645195311985023,0.018170426065162906,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
2,0.75,0.45161290322580644,1.0,0.6222222222222222,0.01788928429122985,0.019423558897243107,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
3,0.75,0.5357142857142857,0.8823529411764706,0.6666666666666667,0.01732946522553978,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
4,0.75,0.52,1.0,0.6842105263157895,0.015912392081340883,0.015664160401002505,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
Average,Optimal,0.5256033688225011,0.9764705882352942,0.6811447057359711,0.017823475474504656,0.017669172932330827,Samsung,newegg.com&bestbuy.com,6,97,0.4,26,36
0,0.75,0.5,1.0,0.6666666666666666,0.017341040462427744,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
1,0.75,0.6206896551724138,1.0,0.7659574468085107,0.020645195311985023,0.018170426065162906,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
2,0.75,0.45161290322580644,1.0,0.6222222222222222,0.01788928429122985,0.019423558897243107,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
3,0.75,0.5357142857142857,0.8823529411764706,0.6666666666666667,0.01732946522553978,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
4,0.75,0.52,1.0,0.6842105263157895,0.015912392081340883,0.015664160401002505,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
Average,Optimal,0.5256033688225011,0.9764705882352942,0.6811447057359711,0.017823475474504656,0.017669172932330827,Samsung,newegg.com&bestbuy.com,6,97,0.6,26,36
0,0.75,0.5,1.0,0.6666666666666666,0.017341040462427744,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
1,0.75,0.6206896551724138,1.0,0.7659574468085107,0.020645195311985023,0.018170426065162906,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
2,0.75,0.45161290322580644,1.0,0.6222222222222222,0.01788928429122985,0.019423558897243107,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
3,0.75,0.5357142857142857,0.8823529411764706,0.6666666666666667,0.01732946522553978,0.017543859649122806,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
4,0.75,0.52,1.0,0.6842105263157895,0.015912392081340883,0.015664160401002505,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
Average,Optimal,0.5256033688225011,0.9764705882352942,0.6811447057359711,0.017823475474504656,0.017669172932330827,Samsung,newegg.com&bestbuy.com,6,97,0.8,26,36
0,0.75,0.5297619047619048,0.6953125,0.6013513513513514,0.0025627009586196184,0.0028476506881822496,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
1,0.75,0.610738255033557,0.7711864406779662,0.6816479400749065,0.0025776390251359233,0.0025255949555902093,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
2,0.75,0.5696969696969697,0.7833333333333333,0.6596491228070175,0.002761651276299087,0.002796799783036138,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
3,0.75,0.5796178343949044,0.7338709677419355,0.6476868327402134,0.002580206109908508,0.002661197369313174,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
4,0.75,0.5575757575757576,0.7603305785123967,0.6433566433566433,0.0026932939970607827,0.002796799783036138,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
Average,Optimal,0.5694781442926187,0.7488067640531264,0.6467383780660264,0.0026350982734047834,0.0027256085158315823,Samsung,newegg.com&bestbuy.com,97,6,0.4,1,29126
0,0.75,0.5393939393939394,0.7235772357723578,0.6180555555555556,0.00260223318562268,0.002813155337322899,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
1,0.75,0.5380116959064327,0.736,0.6216216216216216,0.0027122551698892674,0.0029154518950437317,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
2,0.75,0.5696969696969697,0.734375,0.6416382252559727,0.002701713836547391,0.002813155337322899,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
3,0.75,0.5769230769230769,0.743801652892562,0.6498194945848376,0.002587287252289513,0.00265971050074165,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
4,0.75,0.5568862275449101,0.7948717948717948,0.6549295774647887,0.002791247175821846,0.00284725418989651,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
Average,Optimal,0.5561823818930658,0.7465251367073428,0.6372128948965553,0.0026789473240341395,0.002809745452065538,Samsung,newegg.com&bestbuy.com,97,6,0.6,1,22754
0,0.75,0.4143646408839779,0.7575757575757576,0.5357142857142857,0.003189233861935526,0.0039823106202283775,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
1,0.75,0.5602836879432624,0.7596153846153846,0.6448979591836734,0.0029939075082322125,0.0031022419748740404,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
2,0.75,0.5364238410596026,0.7941176470588235,0.6403162055335968,0.0031829968490223234,0.0033222591362126247,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
3,0.75,0.543046357615894,0.7592592592592593,0.6332046332046333,0.00314747541951516,0.0033222591362126247,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
4,0.75,0.5394736842105263,0.7522935779816514,0.6283524904214559,0.0031439226402983364,0.003344260852346483,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
Average,Optimal,0.5187184423426526,0.7645723252981752,0.616497114811529,0.0031315072558007113,0.00341466634397483,Samsung,newegg.com&bestbuy.com,97,6,0.8,20,1642
0,0.75,0.5297619047619048,0.6953125,0.6013513513513514,0.0025627009586196184,0.0028476506881822496,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
1,0.75,0.610738255033557,0.7711864406779662,0.6816479400749065,0.0025776390251359233,0.0025255949555902093,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
2,0.75,0.5696969696969697,0.7833333333333333,0.6596491228070175,0.002761651276299087,0.002796799783036138,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
3,0.75,0.5796178343949044,0.7338709677419355,0.6476868327402134,0.002580206109908508,0.002661197369313174,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
4,0.75,0.5575757575757576,0.7603305785123967,0.6433566433566433,0.0026932939970607827,0.002796799783036138,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
Average,Optimal,0.5694781442926187,0.7488067640531264,0.6467383780660264,0.0026350982734047834,0.0027256085158315823,Samsung,newegg.com&bestbuy.com,194,3,0.4,1,29126
0,0.75,0.5393939393939394,0.7235772357723578,0.6180555555555556,0.00260223318562268,0.002813155337322899,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
1,0.75,0.5380116959064327,0.736,0.6216216216216216,0.0027122551698892674,0.0029154518950437317,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
2,0.75,0.5696969696969697,0.734375,0.6416382252559727,0.002701713836547391,0.002813155337322899,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
3,0.75,0.5769230769230769,0.743801652892562,0.6498194945848376,0.002587287252289513,0.00265971050074165,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
4,0.75,0.5568862275449101,0.7948717948717948,0.6549295774647887,0.002791247175821846,0.00284725418989651,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
Average,Optimal,0.5561823818930658,0.7465251367073428,0.6372128948965553,0.0026789473240341395,0.002809745452065538,Samsung,newegg.com&bestbuy.com,194,3,0.6,1,22754
0,0.75,0.4143646408839779,0.7575757575757576,0.5357142857142857,0.003189233861935526,0.0039823106202283775,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
1,0.75,0.5602836879432624,0.7596153846153846,0.6448979591836734,0.0029939075082322125,0.0031022419748740404,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
2,0.75,0.5364238410596026,0.7941176470588235,0.6403162055335968,0.0031829968490223234,0.0033222591362126247,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
3,0.75,0.543046357615894,0.7592592592592593,0.6332046332046333,0.00314747541951516,0.0033222591362126247,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
4,0.75,0.5394736842105263,0.7522935779816514,0.6283524904214559,0.0031439226402983364,0.003344260852346483,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
Average,Optimal,0.5187184423426526,0.7645723252981752,0.616497114811529,0.0031315072558007113,0.00341466634397483,Samsung,newegg.com&bestbuy.com,194,3,0.8,20,1642
0,0.75,0.5297619047619048,0.6953125,0.6013513513513514,0.0025627009586196184,0.0028476506881822496,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
1,0.75,0.610738255033557,0.7711864406779662,0.6816479400749065,0.0025776390251359233,0.0025255949555902093,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
2,0.75,0.5696969696969697,0.7833333333333333,0.6596491228070175,0.002761651276299087,0.002796799783036138,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
3,0.75,0.5796178343949044,0.7338709677419355,0.6476868327402134,0.002580206109908508,0.002661197369313174,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
4,0.75,0.5575757575757576,0.7603305785123967,0.6433566433566433,0.0026932939970607827,0.002796799783036138,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
Average,Optimal,0.5694781442926187,0.7488067640531264,0.6467383780660264,0.0026350982734047834,0.0027256085158315823,Samsung,newegg.com&bestbuy.com,582,1,0.4,1,29126
